cpg,chr,pos,t,P.Value,adj_pval,UCSC_RefGene_Name,Relation_to_Island
cg06473288,chr6,32820102,-5.947243830829579,8.86630969819567e-9,0.004184570124089523,TAP1,N_Shore
cg14914822,chr18,55713183,5.94524594490583,8.961887375319652e-9,0.004229670289430614,NEDD4L;NEDD4L;NEDD4L,S_Shore
cg06258780,chr5,7851407,5.944947195634644,8.976265676297643e-9,0.004236447324851112,C5orf49,Island
cg23596244,chr11,2296922,-5.944305598245092,9.007220960719254e-9,0.004251048004621059,,S_Shelf
cg19696491,chr15,78857124,5.943332065464092,9.05439065050575e-9,0.004273301157022044,CHRNA5,N_Shore
cg03715846,chr9,126761082,5.941373393612646,9.150025335581317e-9,0.004318427657330287,,N_Shore
cg14001664,chr2,132088801,5.940825505320175,9.176952996937592e-9,0.004331127205575675,,OpenSea
cg10869669,chr17,73741289,-5.9401516455939865,9.210178182018058e-9,0.004346798854072515,ITGB4;ITGB4;ITGB4,S_Shelf
cg20054385,chr12,133060217,-5.938794166731932,9.277467251421164e-9,0.0043785470566444756,,S_Shelf
cg18824330,chr19,18960246,-5.938581831635821,9.288035901728859e-9,0.004383525695964542,UPF1,OpenSea
cg27571769,chr4,185704063,5.938399946491952,9.297098312497442e-9,0.004387793439878105,ACSL1,OpenSea
cg03062944,chr10,6183455,-5.93793738445595,9.320184392507751e-9,0.004398679664412818,,N_Shelf
cg08843513,chr3,14164955,-5.9336478301270805,9.536959717742252e-9,0.004500977675748173,TMEM43;CHCHD4;CHCHD4,N_Shore
cg23621013,chr7,135433353,-5.930958452925645,9.675375019407829e-9,0.004566293240409525,FAM180A;FAM180A,OpenSea
cg24870340,chr6,35147239,-5.929741307390397,9.738662108869115e-9,0.00459615184361867,,N_Shelf
cg15963463,chr1,25253237,-5.928404243430071,9.808651034671303e-9,0.004629173238511052,RUNX3;RUNX3,N_Shelf
cg04739460,chr19,53635532,5.926799217846592,9.89331611764394e-9,0.004669120861773705,ZNF415;ZNF415;ZNF415;ZNF415,N_Shore
cg24594504,chr6,13455261,5.924539870830726,1.0013708491230876e-8,0.004725929667602447,GFOD1,OpenSea
cg20991612,chr1,43613606,5.924321562420197,1.0025416949488283e-8,0.004731445402226248,FAM183A;FAM183A,Island
cg02571055,chr6,158896790,-5.924211638399468,1.00313175309193e-8,0.004734220120812178,TULP4;TULP4,OpenSea
cg11958644,chr5,130872422,5.924090335300844,1.003783286727753e-8,0.00473728495688156,RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6;RAPGEF6,OpenSea
cg02332525,chr3,6903153,5.923530617313132,1.0067949622107181e-8,0.004751488280556508,GRM7;GRM7,Island
cg08184652,chr2,162270993,5.922611784678373,1.0117580902914269e-8,0.004774901248902263,,Island
cg24673765,chr19,36247869,5.921321069257582,1.0187703843874038e-8,0.004807984952077913,HSPB6;C19orf55,Island
cg10926083,chr6,8065514,-5.918207881698712,1.0358800205093498e-8,0.00488872180999162,MUTED,S_Shore
cg15309361,chr7,2152625,5.917911224524475,1.0375249893074227e-8,0.004896474684037665,MAD1L1;MAD1L1;MAD1L1,N_Shelf
cg23058194,chr15,65369127,5.917890902936275,1.0376377662475199e-8,0.004896996544895558,LOC390594,Island
cg20643012,chr17,11501639,5.917702673697451,1.0386829353088113e-8,0.004901918697578992,DNAH9,Island
cg27321942,chr19,49993217,-5.917268746041148,1.0410963014882213e-8,0.0049132978304284375,RPL13AP5;SNORD33;SNORD35A;SNORD34;RPL13A;SNORD32A,S_Shore
cg20232986,chr6,100915767,5.915465433875266,1.05118460343369e-8,0.00496089754636875,,Island
cg14761417,chr7,130636860,-5.913142569237333,1.064320366695031e-8,0.00502287903615486,FLJ43663;FLJ43663,OpenSea
cg17307280,chr5,174871636,5.91305892029414,1.0647963810991831e-8,0.005025114857248997,DRD1,Island
cg03542031,chr1,28906210,-5.909491893293597,1.0852897805485607e-8,0.005121818914240628,SNHG12;SNORD99,N_Shore
cg23111830,chr13,95364510,5.909461332604573,1.0854670138331013e-8,0.005122644478382555,SOX21,Island
cg04227892,chr5,2169402,-5.908783777299749,1.0894036946493058e-8,0.005141211962121522,,OpenSea
cg03129384,chr10,128994644,5.907647535950775,1.0960367457255265e-8,0.0051725042933675625,FAM196A;DOCK1,Island
cg25076408,chr6,158733152,-5.906248841038161,1.1042561502480353e-8,0.005211282922181045,TULP4;TULP4,OpenSea
cg15159987,chr19,17003890,-5.905806834392072,1.1068660999272206e-8,0.005223588910742535,CPAMD8,N_Shelf
cg21473814,chr19,18873268,5.905006246131729,1.1116087531289013e-8,0.005245959608203568,CRTC1;CRTC1,Island
cg07440264,chr11,33744977,-5.903468876218259,1.1207718305283366e-8,0.0052891912535025475,CD59;CD59;CD59;CD59;CD59;CD59;CD59;CD59,OpenSea
cg00292001,chr3,46853850,5.902410869761571,1.1271206357352859e-8,0.005319141517781034,,Island
cg16657340,chr7,131242787,5.901470439431006,1.1327933990632295e-8,0.0053459012647271735,PODXL;PODXL,Island
cg04222358,chr3,2140256,5.901349445336831,1.1335252698179334e-8,0.005349343788577489,,Island
cg00945666,chr1,160990265,5.901003504231328,1.135620353888589e-8,0.005359219574071029,F11R,N_Shore
cg23090529,chr1,51442133,-5.900903231706681,1.1362283302672917e-8,0.0053620773739141,,N_Shore
cg05646686,chr14,33402368,5.899494878479661,1.144801202252223e-8,0.005402522937644646,,Island
cg11574975,chr1,112058304,5.898452184269251,1.1511889474207513e-8,0.005432656344999587,ADORA3,Island
cg07285276,chr9,134613015,-5.897049610300585,1.1598363591573568e-8,0.005473453352681032,RAPGEF1,OpenSea
cg04347477,chr12,125002007,5.896677774579856,1.1621394967251877e-8,0.0054843106059706695,NCOR2;NCOR2,Island
cg19175742,chr15,83331452,-5.89420407310713,1.1775757054688605e-8,0.005557144614706319,AP3B2,OpenSea
cg24452821,chr11,113953812,5.893997949081952,1.1788709525149115e-8,0.005563245278141694,ZBTB16;ZBTB16,Island
cg07103493,chr5,128301232,5.893206705616329,1.1838559310792862e-8,0.005586758201474881,SLC27A6;SLC27A6;SLC27A6;SLC27A6,Island
cg19865770,chr1,221510889,-5.891931596766109,1.1919327341429122e-8,0.005624861685021158,LOC400804,OpenSea
cg01647795,chr15,44969244,-5.891331823436483,1.19575042190193e-8,0.005642865815997398,PATL2,OpenSea
cg16477774,chr11,65325249,5.891206472485286,1.1965498165032379e-8,0.005646626273562265,LTBP3;LTBP3;LTBP3;LTBP3,Island
cg11007850,chr2,129216138,-5.89115557364326,1.1968745603237101e-8,0.005648146800132414,,OpenSea
cg13024368,chr11,12030088,5.884953825623129,1.2370942564031874e-8,0.00583793439256459,DKK3;DKK3;DKK3,Island
cg11871421,chr17,6679476,5.883629006675336,1.2458556704927384e-8,0.005879267660395462,FBXO39,Island
cg00183186,chr6,78174065,5.8826319833152505,1.252489238795684e-8,0.005910559342338772,HTR1B,Island
cg14411503,chr14,103589028,5.8819889621099914,1.2567857952365206e-8,0.005930822439152951,,N_Shore
cg16080125,chr7,2774654,5.881285038540266,1.2615058059695116e-8,0.005953083743544305,GNA12,Island
cg12600843,chr6,30179881,-5.880941021772487,1.2638188351938594e-8,0.005963986359656526,TRIM26,N_Shore
cg16001613,chr11,60869601,-5.88082533864154,1.264597572436102e-8,0.005967648590301689,CD5,OpenSea
cg09680447,chr4,1037615,5.874095673910838,1.310715440989724e-8,0.006185266166030508,,OpenSea
cg12486287,chr16,4421643,5.8737838361377035,1.3128918185436216e-8,0.006195523362789165,VASN;CORO7,Island
cg02179700,chr10,3336162,-5.873563736071562,1.3144300659302145e-8,0.006202769192523364,,OpenSea
cg16145113,chr1,119549847,5.871230611419275,1.3308446030272637e-8,0.006280215756347567,,Island
cg15700437,chr1,152487844,5.871218433698583,1.3309308018028917e-8,0.0062806092164757734,CRCT1,N_Shore
cg11152412,chr15,74927688,-5.870723851537326,1.3344362660799153e-8,0.0062971380178178165,EDC3;EDC3;EDC3,OpenSea
cg24535823,chr17,40713676,-5.8703304843479955,1.3372307860543655e-8,0.006310311845543388,COASY;COASY;COASY;COASY;COASY,N_Shore
cg05726935,chr14,105263522,-5.869667726666366,1.3419520222569333e-8,0.00633257765638891,AKT1;AKT1,S_Shore
cg19427338,chr2,42566455,5.868132289815237,1.3529525627729136e-8,0.006384474907520358,,OpenSea
cg12462816,chr6,127836107,5.86743243066036,1.3579958478086305e-8,0.006408260186182625,C6orf174,Island
cg23985641,chr6,3848218,-5.866807839788571,1.3625122480518349e-8,0.006429559047331804,FAM50B,N_Shore
cg09821218,chr16,68691561,-5.866144459896967,1.3673252032016125e-8,0.006452257228136057,CDH3,OpenSea
cg10334354,chr4,66535203,5.865816474196999,1.3697109389488778e-8,0.006463501555587081,EPHA5;EPHA5,Island
cg26328951,chr1,28906514,-5.8629008250780865,1.3910986540360147e-8,0.006564413705570929,SNHG12;SNORD99;SNORA61,N_Shore
cg10139742,chr16,56352151,5.861655546667755,1.400332513410245e-8,0.006607973084231069,GNAO1;GNAO1,OpenSea
cg18315963,chr4,30723455,5.86157725306867,1.4009150647842638e-8,0.006610708053457223,PCDH7;PCDH7;PCDH7,Island
cg12645220,chr20,9819272,5.858455196678202,1.4243390183074625e-8,0.006721227933149987,PAK7;PAK7,Island
cg16272981,chr5,1489889,-5.85737908891464,1.432501108797351e-8,0.006759729207226204,LPCAT1,Island
cg26286082,chr14,100004391,-5.856753130138706,1.437269901431306e-8,0.006782217956272075,CCDC85C,OpenSea
cg22828383,chr12,125002191,5.8552966353603075,1.4484261482575106e-8,0.006834847792659023,NCOR2;NCOR2,Island
cg27537125,chr1,25349681,-5.855118705062348,1.4497948186551666e-8,0.006841291790270001,,OpenSea
cg25799433,chr20,1600623,5.85457683971742,1.4539707281675078e-8,0.0068609825323695545,SIRPB1;SIRPB1;SIRPB1;SIRPB1;SIRPB1;SIRPB1,OpenSea
cg05756220,chr11,30038685,5.854518144974926,1.4544237666238459e-8,0.006863105781469272,KCNA4,Island
cg16473141,chr14,24641501,5.854356016288741,1.4556758821712937e-8,0.006868999682513435,REC8;REC8;REC8;REC8,Island
cg22335826,chr6,7242625,-5.854163560254494,1.4571635821907138e-8,0.006876005225098253,RREB1;RREB1;RREB1;RREB1,OpenSea
cg03250019,chr18,5197066,5.854002766162443,1.4584076718861144e-8,0.006881861201712602,LOC642597;LOC642597,Island
cg15912800,chr7,27209197,5.853228198688647,1.46441517970683e-8,0.0069101944850898074,MIR196B,Island
cg20997792,chr6,29595491,5.852341161798404,1.4713246961904664e-8,0.006942783983654839,GABBR1;GABBR1;GABBR1,Island
cg03665078,chr5,118689961,-5.850300328861737,1.487342796955067e-8,0.007018354202847814,TNFAIP8,N_Shore
cg21268984,chr1,8720599,5.849770707526458,1.491527458270937e-8,0.0070380855326176535,RERE;RERE,OpenSea
cg22948288,chr17,41739246,-5.848773949273632,1.499434295024575e-8,0.007075380607932462,MEOX1;MEOX1;MEOX1;MEOX1,OpenSea
cg11209447,chr12,6484521,-5.846708121887142,1.5159521845942817e-8,0.007153308413923191,SCNN1A;SCNN1A;SCNN1A,OpenSea
cg14406134,chr9,117014922,-5.843980696200955,1.5380325864665983e-8,0.007257483605108208,COL27A1,OpenSea
cg18229521,chr14,92790285,5.843587846438036,1.541238754226529e-8,0.007272597072406095,SLC24A4;SLC24A4;SLC24A4,Island
cg05987823,chr12,54428592,5.842824814264987,1.54748476248865e-8,0.007302054449364693,HOXC4;HOXC5;HOXC5,Island
cg22173632,chr4,85878805,-5.842213421961793,1.552507320290721e-8,0.007325738666889811,WDFY3,OpenSea
cg26584120,chr7,2152705,5.8419677804364145,1.554529734799574e-8,0.007335266187814662,MAD1L1;MAD1L1;MAD1L1,N_Shore
cg06873452,chr17,79370518,5.841965527509282,1.554548295493111e-8,0.007335338223562658,,Island
cg08537804,chr11,117652230,-5.841005731331529,1.56247528075093e-8,0.007372727109256954,DSCAML1,S_Shore
cg17066452,chr6,33173501,-5.83642150998548,1.6008844940255902e-8,0.00755394958235409,HSD17B8,S_Shore
cg23480021,chr3,22412746,5.836116145597883,1.6034755226038275e-8,0.0075661596009584204,,N_Shore
cg05644049,chr1,11118880,-5.833508864332915,1.6257658594415974e-8,0.0076713225267025275,SRM,N_Shore
cg16462648,chr5,55385250,-5.832337817676244,1.6358756844738543e-8,0.00771901028724464,,OpenSea
cg03512426,chr10,131763683,5.832198628698814,1.6370814000265768e-8,0.007724683181723405,,Island
cg03880841,chr11,568178,5.827271577620496,1.6803254156836164e-8,0.007928716293428084,MIR210,Island
cg15036326,chr17,27048708,-5.8264036799117305,1.6880575547965143e-8,0.007965183975185093,RPL23A;SNORD4A,S_Shore
cg11546137,chr2,176972563,5.826039495901187,1.691312427854463e-8,0.0079805253433284,HOXD11,N_Shore
cg23210521,chr4,95680414,5.825887235896243,1.692675059182843e-8,0.007986938047006021,BMPR1B,S_Shore
cg27520170,chr1,160040660,5.825172148767121,1.6990889971676152e-8,0.008017185414915336,KCNJ10,Island
cg04105511,chr12,54409207,5.822365161853244,1.7244964030565662e-8,0.008137053522786437,HOXC4;HOXC6;HOXC5,S_Shore
cg08974450,chr16,84402160,5.820702681909889,1.7397189031009513e-8,0.008208863644281838,ATP2C2;ATP2C2,Island
cg24745495,chr19,15344239,5.820678422521475,1.7399420029294003e-8,0.008209898941402347,EPHX3;EPHX3,Island
cg22052143,chr5,78067856,5.820295535250187,1.7434669032006017e-8,0.008226513713413975,,OpenSea
cg16936953,chr17,57915665,-5.817672034056814,1.767807453390552e-8,0.008341346434599719,TMEM49,OpenSea
cg19288904,chr15,98836248,5.816642696869251,1.7774479155669387e-8,0.008386816891685979,,OpenSea
cg17036469,chr1,110167590,5.810016559000288,1.8407469652960856e-8,0.008685472518401315,AMPD2;AMPD2;AMPD2,OpenSea
cg06672753,chr19,35531990,5.807778412033248,1.8626211725897623e-8,0.008788666245594438,HPN;HPN,Island
cg08767938,chr7,25989524,5.807238540329562,1.867935415478664e-8,0.008813722502456992,,N_Shore
cg18885392,chr7,18832559,-5.805714077948942,1.883021573509752e-8,0.008884886652879884,HDAC9;HDAC9;HDAC9;HDAC9,OpenSea
cg14379854,chr2,173600362,5.804775918715092,1.8923647226245264e-8,0.008928952630878792,LOC91149;RAPGEF4,Island
cg13077519,chr6,78174007,5.804670696054302,1.8934154569332413e-8,0.008933891491993806,HTR1B,Island
cg16201146,chr20,19191526,-5.80272722446802,1.9129253729499433e-8,0.009025927950473283,,N_Shore
cg13855568,chr4,62066990,5.802543352326855,1.914781342510818e-8,0.009034665990876194,,Island
cg03188495,chr19,3136515,5.801773396597581,1.922572243636746e-8,0.009071407197208312,GNA15,OpenSea
cg13845105,chr12,112846051,-5.801582068010379,1.924513024825267e-8,0.009080545275814547,RPL6;RPL6,N_Shore
cg02194046,chr8,128409047,-5.8006170101626715,1.9343314899919065e-8,0.009126852985803312,,OpenSea
cg21065196,chr15,89913423,5.799938718238448,1.941261664787854e-8,0.009159532563435123,,N_Shore
cg08467512,chr12,13044556,5.799053648547938,1.950340978941515e-8,0.009202352351169119,GPRC5A;GPRC5A,Island
cg09237846,chr12,105114399,5.794282348996253,2.0000053553462456e-8,0.009436665268237297,CHST11,OpenSea
cg02419835,chr5,60625717,-5.793679348076577,2.0063692180348986e-8,0.009466671945146242,,N_Shore
cg00177451,chr16,51186266,5.793645305231523,2.006729083494775e-8,0.009468349834653396,SALL1,Island
cg05986933,chr2,43020457,5.79352663919359,2.0079839899575275e-8,0.009474250779976703,HAAO,Island
cg21171625,chr1,38022607,5.792309689992369,2.020897669030393e-8,0.009535161053832723,DNALI1,Island
cg18115406,chr9,129376723,5.7921089881280325,2.0230351965178472e-8,0.009545226276674262,LMX1B,Island
cg03749154,chr1,31155158,-5.79142947941911,2.030288545856337e-8,0.009579429234372121,,N_Shelf
cg23341223,chr17,6679254,5.785664236670565,2.092859467302913e-8,0.00987463418160197,FBXO39,Island
cg14252502,chr19,8676388,5.785629641087533,2.0932405625233967e-8,0.00987641135172039,ADAMTS10,S_Shore
cg05958351,chr16,2804731,-5.78516283280951,2.098389421690258e-8,0.009900683921101626,SRRM2,N_Shore
cg26788812,chr1,3438863,-5.7834513452043055,2.1173729975490676e-8,0.009990231624495962,MEGF6,S_Shelf
cg19956836,chr11,57241448,5.7826321167697,2.1265190051108128e-8,0.010033363235103888,RTN4RL2,N_Shelf
cg01663016,chr5,168727752,5.780003907695669,2.156121930064959e-8,0.010173014490432489,SLIT3;SLIT3,Island
cg00682367,chr20,48963280,5.777678959776812,2.182644185580217e-8,0.010298129969962724,,S_Shelf
cg07243762,chr12,125030744,-5.777412663064461,2.1857022687685416e-8,0.010312536730458358,,S_Shelf
cg19671120,chr2,98962974,5.776074995343682,2.2011270992529396e-8,0.010385291845882242,CNGA3;CNGA3;CNGA3;CNGA3,Island
cg08812889,chr4,174439925,5.775675524290192,2.2057540279033994e-8,0.010407100424292702,,Island
cg11258381,chr1,117350694,-5.77443315803851,2.220204679979772e-8,0.01047525871084656,,OpenSea
cg05467160,chr2,176945526,5.774248300258065,2.2223627482222072e-8,0.010485418576897125,EVX2,Island
cg24467291,chr12,122907814,5.771302444761739,2.257030915177769e-8,0.010648965271827687,CLIP1;CLIP1,S_Shore
cg07609788,chr20,39995652,5.770450078909538,2.267160053235089e-8,0.010696733190369538,EMILIN3,Island
cg17578131,chr11,49128127,-5.769840840504591,2.274427155906983e-8,0.010730997508556295,,S_Shelf
cg14314674,chr9,970654,5.769542929572625,2.277988963991156e-8,0.010747779731006674,,Island
cg20764887,chr5,178004012,5.7694019856595675,2.2796759793851376e-8,0.010755716441577225,COL23A1,Island
cg21498772,chr8,63161077,5.768209761843672,2.2939950752350936e-8,0.010823252284565191,NKAIN3,Island
cg05322273,chr1,46632363,5.765954756446213,2.3213191103387074e-8,0.010952146054915745,,N_Shore
cg15229481,chr20,865829,5.76413376574898,2.3436158191110065e-8,0.011057320051514875,ANGPT4,Island
cg10497754,chr17,75554146,-5.764059372944756,2.3445311362247274e-8,0.011061615127265076,,OpenSea
cg04276626,chr17,57918500,-5.76230946571806,2.3661626488522375e-8,0.01116365002379081,MIR21,OpenSea
cg06707978,chr19,58095155,5.761518257441413,2.3760070319310657e-8,0.011210072456861725,ZIK1,Island
cg20884298,chr13,46190037,5.761125633962564,2.380906969649488e-8,0.011233166700945678,FAM194B,OpenSea
cg00395063,chr11,120210293,5.758170565756641,2.4181040613799748e-8,0.011408639142631335,ARHGEF12,S_Shelf
cg19980593,chr11,128760909,5.7576713224796645,2.4244440825002295e-8,0.011438527181236082,KCNJ5,Island
cg13470504,chr6,6546375,5.757274480223943,2.4294952593992133e-8,0.011462334338892894,LOC285780,Island
cg20301308,chr1,65534742,5.756528852064101,2.439013731033831e-8,0.011507218002742993,,S_Shore
cg16437908,chr2,85640810,5.75616120347405,2.443720416179286e-8,0.011529399611921386,,N_Shore
cg20787196,chr12,26987031,5.754274764710764,2.46801066113678e-8,0.011643975578816882,ITPR2,S_Shore
cg01345315,chr12,43945998,5.750636466013529,2.5155256901341462e-8,0.011868124429768395,ADAMTS20,Island
cg23079012,chr2,8343710,-5.750372554724101,2.519006812157187e-8,0.01188452299934888,,OpenSea
cg13653144,chr9,129375812,5.748749363279041,2.54052115347975e-8,0.011986000965636717,LMX1B,Island
cg05445490,chr11,131893019,-5.7480195611358855,2.550252554687805e-8,0.012031887532812688,NTM;NTM;NTM;NTM,OpenSea
cg00174573,chr12,125172635,5.74716384966172,2.5617092168420067e-8,0.012085913531231071,,OpenSea
cg27003682,chr5,35617945,5.746172360329137,2.575046569837602e-8,0.012148812211836823,SPEF2;SPEF2,Island
cg01385679,chr20,45033155,-5.746141637393208,2.5754609305749045e-8,0.012150741369750036,ELMO2;ELMO2,N_Shore
cg08721777,chr8,1132762,-5.743720627527077,2.608318575631728e-8,0.012305734041601417,,Island
cg07066369,chr12,4384888,-5.742991365209357,2.618295970808727e-8,0.01235278001179937,CCND2,S_Shore
cg19090861,chr11,66085958,5.7426348028598095,2.623187825036926e-8,0.012375832912228713,CD248,S_Shore
cg17924218,chr2,167232411,5.741277064592806,2.6418970952598545e-8,0.012464074210871704,SCN9A;SCN9A,Island
cg24073777,chr1,10832698,-5.738819226530522,2.676097282754316e-8,0.012625398804469622,CASZ1;CASZ1,OpenSea
cg27102350,chr17,38501677,5.738373839337634,2.6823408097302826e-8,0.01265482794236982,RARA;RARA;RARA;RARA,Island
cg25691167,chr7,19184961,5.737026065652458,2.701320901967478e-8,0.012744345777720208,FERD3L,Island
cg01524618,chr6,144980804,5.734096891101518,2.743024276637894e-8,0.012941067362565022,UTRN,OpenSea
cg06564388,chr5,153855257,5.732403745832108,2.7674158823389694e-8,0.01305611464969879,HAND1,Island
cg10502231,chr1,224363449,5.72958801180266,2.8084491120476073e-8,0.013249673136327082,,OpenSea
cg03874229,chr20,13976839,5.728320453024479,2.827114285329881e-8,0.013337703233043605,MACROD2,Island
cg06219337,chr17,1278466,-5.726438146453239,2.8550553643124696e-8,0.013469494546092439,YWHAE;YWHAE,OpenSea
cg26280326,chr5,134708606,5.725497273976526,2.869122574717139e-8,0.01353583171809753,H2AFY;H2AFY;H2AFY;H2AFY,OpenSea
cg18204684,chr4,99859711,-5.722094419673058,2.9205664131854544e-8,0.013778502195805677,,OpenSea
cg21163717,chr8,21769903,-5.721896064617918,2.9235927200974685e-8,0.013792750319312631,DOK2,Island
cg15261665,chr3,46506374,5.720602330170391,2.9434064570495055e-8,0.013886196944616163,LTF;LTF,Island
cg07061260,chr16,68676557,5.719710915886609,2.9571347875433967e-8,0.013950933929889234,,Island
cg17192954,chr18,1296921,-5.717147174174699,2.996967192739594e-8,0.01413882209485951,C18orf2;C18orf2;C18orf2;C18orf2,OpenSea
cg25151916,chr17,7197432,5.715901391493868,3.016511246362084e-8,0.014230995106962402,YBX2,Island
cg19979590,chr15,63011250,-5.715510858469058,3.0226635605837843e-08,0.014259989653130514,TLN2,OpenSea
cg07370141,chr5,132948438,5.715506391319301,3.02273400520646e-8,0.014260291761682413,FSTL4,Island
cg23095584,chr2,237077704,5.715483126141581,3.023100910828749e-8,0.014261992473989465,GBX2,Island
cg00360474,chr6,37504404,5.7150261961440405,3.030315782045235e-8,0.014295999552323522,,S_Shore
cg06037693,chr1,25292072,-5.714568373708537,3.0375615953228346e-8,0.01433015246017477,RUNX3,OpenSea
cg07817505,chr19,17972324,-5.71306767981489,3.0614313424233046e-8,0.01444273095826988,RPL18AP3;SNORA68;RPL18A,S_Shore
cg11382203,chr11,76470635,-5.71232344014116,3.073336870553413e-8,0.014498866220628896,,OpenSea
cg21898424,chr17,4689713,5.711614162837137,3.084725146894537e-8,0.014552561047492604,VMO1;VMO1;VMO1;VMO1;VMO1;VMO1;VMO1;VMO1,S_Shore
cg02610360,chr11,120197521,5.710966329248804,3.095162846554097e-8,0.014601771196532075,TMEM136,S_Shore
cg11080540,chr5,54897272,5.70906826071406,3.1259427468672226e-8,0.01474694750262081,,OpenSea
cg05210266,chr8,65282507,5.708627956470517,3.133125475824093e-8,0.014780801413492984,,Island
cg15396686,chr10,124897048,5.707319688080372,3.1545625375842786e-8,0.01488190113605684,HMX3,Island
cg14113353,chr2,30524251,-5.706613645628483,3.166191018388871e-8,0.014936727762620786,,OpenSea
cg26267388,chr2,119591627,5.70637913796198,3.170062591898383e-8,0.014954960481036134,,N_Shore
cg01757312,chr13,112720565,5.70620221592545,3.172986519663514e-8,0.01496872255583861,SOX1,Island
cg25121292,chr2,203036093,5.705904153445201,3.177918444587626e-8,0.014991957379079908,,Island
cg21858961,chr6,52148119,-5.704673382365953,3.1983628687733245e-8,0.015088372784324221,MCM3,N_Shore
cg26080567,chr21,37536137,5.7044601009467755,3.201918723432888e-8,0.015105115616169118,DOPEY2,OpenSea
cg19786627,chr14,29235904,5.701730758962527,3.2477645805068815e-8,0.015321361886187018,FOXG1,Island
cg16220183,chr17,56609687,5.699878821626002,3.279236388531131e-8,0.015469797662895612,SEPT4;SEPT4,S_Shore
cg01205831,chr9,130699236,-5.698568827074901,3.30167790236832e-8,0.015575632487643527,DPM2,N_Shore
cg00910695,chr8,109095568,5.69842238916888,3.3041958215600966e-8,0.015587477704293324,RSPO2;RSPO2,Island
cg17232357,chr15,67012832,-5.697703064760433,3.3165914379250194e-8,0.01564592061066814,SMAD6;SMAD6;SMAD6,OpenSea
cg08152546,chr13,112717207,5.697432176753254,3.3212712123093966e-8,0.015667964093221087,,Island
cg26094599,chr2,219748780,5.696344777120455,3.340121701630735e-8,0.015756857121357912,WNT10A,Island
cg26991025,chr15,99091228,5.695118924409544,3.3614975039021004e-8,0.015857662784807925,,N_Shore
cg11583802,chr13,36916913,-5.695077450293852,3.362223037855141e-8,0.015861051825468975,SPG20;SPG20;SPG20;SPG20,N_Shelf
cg16052901,chr6,33240864,-5.693868102132417,3.383446266854624e-8,0.01596113708818534,VPS52;RPS18,S_Shore
cg05363382,chr17,45767653,-5.693131584263491,3.396435627381778e-8,0.016022379392967072,,N_Shelf
cg04388657,chr9,127623377,-5.692841539676862,3.401564246316616e-8,0.016046539175574005,RPL35,N_Shore
cg13151664,chr3,123813232,-5.692568075797847,3.4064066016111666e-8,0.0160693484383745,KALRN;KALRN;KALRN,OpenSea
cg04419157,chr4,157893306,5.692250992664785,3.412029763994465e-8,0.01609584096807221,PDGFC,S_Shore
cg23370883,chr7,44180604,-5.688058734424433,3.487232202710812e-8,0.016450564576101903,MYL7,OpenSea
cg10347270,chr4,146357602,-5.6863578037436495,3.5182031722391656e-8,0.01659663091659415,,OpenSea
cg17971015,chr19,12306198,5.686037216795418,3.52407047800777e-8,0.016624273869429954,,Island
cg27604416,chr3,157155401,5.685007267156666,3.5429850386676865e-8,0.016713465042308626,VEPH1;VEPH1;PTX3;VEPH1,Island
cg16818395,chr3,128274084,5.6836299962658146,3.568432826924768e-8,0.016833475227437018,,Island
cg14563949,chr12,132919331,5.682624668722844,3.5871207202476067e-08,0.01692159631603844,,N_Shelf
cg02170577,chr7,104939331,-5.682358359490093,3.592087078693389e-8,0.01694498829719111,SRPK2,N_Shelf
cg04718492,chr1,117753741,-5.680820159108888,3.620904262189427e-8,0.017080891676026184,VTCN1,OpenSea
cg21943416,chr4,143766916,5.6805525655118085,3.6259404301649645e-8,0.017104612531812887,INPP4B;INPP4B,N_Shore
cg11980819,chr19,4302579,5.6801828023593455,3.6329106965001695e-8,0.01713745697038632,TMIGD2;TMIGD2,N_Shore
cg14797899,chr7,69882555,-5.678918565328532,3.65684123686276e-8,0.017250307461415593,AUTS2;AUTS2,OpenSea
cg02064237,chr5,178323492,5.677609296536348,3.681786243465398e-8,0.017367942974849584,ZFP2,Island
cg11624309,chr19,42381214,5.675341415559232,3.725388655178248e-8,0.017573589633639593,CD79A;CD79A;CD79A;CD79A,OpenSea
cg12166476,chr13,76334866,5.675168718310341,3.728729503724364e-8,0.01758931196414872,LMO7;LMO7;LMO7,OpenSea
cg01501476,chr6,41411128,5.674973595267891,3.7325076982303026e-8,0.01760709728932293,,Island
cg23015341,chr6,50813341,5.674695204400455,3.737904684586536e-8,0.0176325187362253,TFAP2B,Island
cg07881405,chr5,3597487,5.674680854045514,3.738183091980671e-8,0.01763379466332214,IRX1,Island
cg18745131,chr7,1269963,5.673089832607621,3.769175835751561e-8,0.01777995625240726,,Island
cg24427376,chr1,78354053,5.671407295419643,3.802223952024545e-8,0.01793581280425066,NEXN,N_Shore
cg01328500,chr3,197639792,-5.669214376916387,3.845721404344148e-8,0.018140960094144128,IQCG;IQCG,OpenSea
cg09646754,chr20,44207543,-5.667310658469952,3.883875724396587e-8,0.018320902050851847,WFDC8;WFDC8,OpenSea
cg22322465,chr4,174459201,5.667023421680278,3.889664487028746e-8,0.01834816973163252,NBLA00301,Island
